Date,Open,High,Low,Close,MA5,MA20,MA60,MA120
2022-07-31,23652.070313,24121.642578,23275.703125,23336.896484,23514.434375,22157.3314454,22823.805892049997,29441.880761808334
2022-08-01,23336.71875,23464.787109,22890.796875,23314.199219,23591.1644532,22356.845703199997,22704.584407683335,29249.05270191667
2022-08-02,23308.433594,23415.041016,22710.083984,22978.117188,23418.010547,22495.14785165,22592.479850400003,29052.014713641667
2022-08-03,22981.302734,23578.650391,22747.835938,22846.507813,23226.385547,22608.9772462,22476.03974623333,28862.769010516666
2022-08-04,22848.214844,23198.009766,22485.701172,22630.957031,23021.335547000002,22698.7086915,22354.77799493333,28691.304166766666
2022-08-05,22626.833984,23422.828125,22612.177734,23289.314453,23011.819140800002,22803.65859385,22220.088704566664,28522.849723408337
2022-08-06,23291.423828,23326.5625,22961.279297,22961.279297,22941.235156400002,22912.7553712,22083.51871758333,28361.796517025
2022-08-07,22963.505859,23359.009766,22894.556641,23175.890625,22980.7898438,22947.265429799998,21966.210970183332,28198.41113290833
2022-08-08,23179.527344,24203.689453,23176.546875,23809.486328,23173.3855468,22968.2680665,21861.1691082,28045.09292001667
2022-08-09,23811.484375,23898.615234,22982.0,23164.318359,23280.0578124,22964.89736335,21762.511002716667,27908.779720141665
2022-08-10,23162.898438,24127.414063,22771.519531,23947.642578,23411.7234374,23004.04804695,21688.95820323333,27773.950211675
2022-08-11,23948.345703,24822.628906,23900.996094,23957.529297,23610.9734374,23066.175585999998,21642.20621755,27630.54020190833
2022-08-12,23957.203125,24412.566406,23657.265625,24402.818359,23856.3589842,23163.04257815,21674.130045666665,27501.101058024997
2022-08-13,24402.1875,24860.050781,24346.115234,24424.068359,23979.275390400002,23253.787792950003,21711.0846355,27366.68942065
2022-08-14,24429.056641,24974.914063,24206.259766,24319.333984,24210.2785154,23401.66943355,21740.192871166666,27232.479834058333
2022-08-15,24318.316406,25135.589844,23839.775391,24136.972656,24248.144531,23546.530371049997,21802.781575583333,27102.646663483334
2022-08-16,24126.136719,24228.416016,23733.5,23883.291016,24233.296874800002,23594.16748045,21859.64505215,26961.455631583336
2022-08-17,23881.316406,24407.058594,23243.353516,23335.998047,24019.9328124,23568.77304685,21931.6176433,26810.066031975
2022-08-18,23341.039063,23563.832031,23177.601563,23212.738281,23777.6667968,23539.17832025,21975.942089916665,26658.719026766667
2022-08-19,23213.3125,23213.3125,20868.847656,20877.552734,23089.3105468,23400.2456054,21980.575683666666,26494.970605541665
2022-08-20,20872.841797,21350.806641,20856.730469,21166.060547,22495.128125,23291.70380855,21988.16673185,26340.18510749167
2022-08-21,21160.392578,21668.845703,21103.197266,21534.121094,22025.2941406,23202.699902300003,22013.951595133334,26190.58002936667
2022-08-22,21531.462891,21531.462891,20939.183594,21398.908203,21637.8761718,23123.739453050002,22019.168782633333,26039.99348965
2022-08-23,21401.044922,21646.203125,20955.138672,21528.087891,21300.9460938,23057.81845695,22024.109309983334,25882.24165045833
2022-08-24,21526.455078,21783.076172,21195.005859,21395.019531,21404.4394532,22996.02158195,22022.32067065,25742.887972066666
2022-08-25,21395.458984,21789.636719,21362.441406,21600.904297,21491.4082032,22911.60107415,22031.8808269,25595.886165425
2022-08-26,21596.085938,21804.908203,20199.482422,20260.019531,21236.5878906,22776.538085850003,22023.956510483335,25433.271093808333
2022-08-27,20262.480469,20340.775391,19890.523438,20041.738281,20965.1539062,22619.83046865,22019.974902399998,25278.537044324996
2022-08-28,20041.035156,20139.054688,19616.814453,19616.814453,20582.899218600003,22410.1968749,22011.854752650004,25127.7198731
2022-08-29,19615.154297,20357.462891,19600.785156,20297.994141,20363.4941406,22266.880664000004,22020.40921228333,24976.294043025
2022-08-30,20298.611328,20542.644531,19617.640625,19796.808594,20002.675,22059.3389648,22029.199902383334,24820.189713599997
2022-08-31,19799.582031,20420.990234,19799.582031,20049.763672,19960.6238282,21863.95068355,22042.658365933334,24672.68396815833
2022-09-01,20050.498047,20198.390625,19653.96875,20127.140625,19977.704296999997,21650.16679685,22056.492773483333,24509.590380916667
2022-09-02,20126.072266,20401.568359,19814.765625,19969.771484,20048.2957032,21427.4519531,22052.1346029,24371.212304741668
2022-09-03,19969.71875,20037.009766,19698.355469,19832.087891,19955.114453199996,21203.08964845,22046.167480516666,24236.138688208335
2022-09-04,19832.470703,19999.689453,19636.816406,19986.712891,19993.095312600002,20995.5766602,22036.8085938,24106.84501959167
2022-09-05,19988.789063,20031.160156,19673.046875,19812.371094,19945.616797000002,20792.0306641,22006.38831385,23988.120898500005
2022-09-06,19817.724609,20155.269531,18800.171875,18837.667969,19687.722265800003,20567.1141602,21958.164160199998,23892.626855533334
2022-09-07,18837.683594,19427.171875,18644.466797,19290.324219,19551.8328128,20370.993457099998,21919.799446666668,23794.855338608333
2022-09-08,19289.941406,19417.351563,19076.714844,19329.833984,19451.3820314,20293.6075196,21894.28919275,23714.8009929
2022-09-09,19328.140625,21439.410156,19310.962891,21381.152344,19730.269922,20304.36210945,21917.799121133336,23650.912662825
2022-09-10,21376.912109,21760.275391,21168.722656,21680.539063,20103.903515799997,20311.6830079,21957.076204466666,23587.557959050002
2022-09-11,21678.542969,21770.552734,21406.945313,21769.255859,20690.2210938,20330.200390699996,21983.029231800003,23518.124544333332
2022-09-12,21770.148438,22439.181641,21603.896484,22370.449219,21306.2460938,20372.3184571,22013.038053416665,23443.669010483332
2022-09-13,22371.480469,22673.820313,20062.669922,20296.707031,21499.620703200002,20317.4028321,22004.04436851667,23363.950586
2022-09-14,20184.554688,20467.201172,19793.396484,20241.089844,21271.6082032,20249.412109449997,21988.223925816663,23279.07752285
2022-09-15,20242.289063,20318.166016,19636.734375,19701.210938,20875.7425782,20221.471679799997,21970.255045616665,23203.91868496667
2022-09-16,19704.005859,19870.628906,19400.076172,19772.583984,20476.4082032,20208.013964949998,21925.03662113333,23116.0707683
2022-09-17,19777.033203,20162.53125,19777.033203,20127.576172,20027.833593800002,20233.552050899998,21870.67233076667,23040.461067783333
2022-09-18,20127.234375,20127.234375,19387.492188,19419.505859,19852.3933594,20189.6276368,21807.135221383334,22957.021728583335
2022-09-19,19418.572266,19639.480469,18390.318359,19544.128906,19713.0011718,20176.9936524,21746.793554716667,22867.191780666664
2022-09-20,19545.591797,19602.457031,18813.455078,18890.789063,19550.9167968,20119.04492195,21683.057063833334,22782.124104891667
2022-09-21,18891.283203,19674.630859,18290.314453,18547.400391,19305.8800782,20040.057910249998,21617.75576175,22689.555892
2022-09-22,18534.650391,19456.910156,18415.591797,19413.550781,19163.075,20012.246875099998,21564.495540383334,22604.982470775
2022-09-23,19412.400391,19464.671875,18617.552734,19297.638672,19138.7015626,19985.52441415,21530.094498716666,22521.902587966662
2022-09-24,19296.990234,19310.197266,18861.974609,18937.011719,19017.278125200002,19933.039355549998,21491.715462266668,22441.147900466665
2022-09-25,18936.310547,19134.732422,18696.46875,18802.097656,18999.5398438,19882.525683649998,21422.90794273333,22357.707877675
2022-09-26,18803.900391,19274.873047,18721.285156,19222.671875,19134.5941406,19901.77587895,21345.887695333335,22272.51383470833
2022-09-27,19221.839844,20338.455078,18915.667969,19110.546875,19073.9933594,19892.787011750002,21267.652929699998,22167.38180345833
2022-09-28,19104.621094,19688.34375,18553.296875,19426.720703,19099.8097656,19897.6313477,21197.161490899998,22064.335221425
2022-09-29,19427.779297,19589.265625,18924.353516,19573.050781,19227.017578,19807.22626955,21134.430729183332,21979.118310616665
2022-09-30,19573.431641,20109.849609,19265.662109,19431.789063,19352.9558594,19694.78876955,21069.72389325,21887.154150466667
2022-10-01,19431.105469,19471.154297,19231.082031,19312.095703,19370.840625,19571.93076175,21008.623535166666,21800.55169278333
2022-10-02,19311.849609,19370.308594,18970.621094,19044.107422,19357.5527344,19405.6136719,20945.25019531667,21710.644970775
2022-10-03,19044.068359,19653.542969,19025.226563,19623.580078,19396.9246094,19371.95732425,20895.1272461,21624.952620516662
2022-10-04,19623.583984,20380.34375,19523.839844,20336.84375,19549.683203200002,19376.745019550002,20845.919401050003,21533.00405280833
2022-10-05,20335.900391,20343.748047,19801.800781,20160.716797,19695.46875,19399.7203125,20799.243359383334,21441.381038483334
2022-10-06,20161.039063,20408.392578,19900.087891,19955.443359,19824.1382812,19408.86328125,20745.569238283333,21355.890104233335
2022-10-07,19957.558594,20041.085938,19395.792969,19546.849609,19924.6867186,19379.826953100004,20674.52529296667,21267.847200583332
2022-10-08,19546.328125,19601.695313,19299.414063,19416.568359,19883.2843748,19379.6800781,20612.062792966666,21187.286897841666
2022-10-09,19417.478516,19542.539063,19349.259766,19446.425781,19705.200781,19374.79492185,20537.042513016666,21113.000358125002
2022-10-10,19446.416016,19515.466797,19102.978516,19141.484375,19501.354296600002,19387.32968745,20456.77509765,21049.4906576
2022-10-11,19139.0,19241.960938,18925.603516,19051.417969,19320.549218599997,19412.53056635,20367.585091150002,21020.85756840833
2022-10-12,19052.646484,19203.199219,19029.757813,19157.445313,19242.6683594,19399.725292950003,20279.808040383334,20995.44633794167
2022-10-13,19156.966797,19453.328125,18319.822266,19382.904297,19235.935547,19403.9885742,20197.534212266666,20968.863541716666
2022-10-14,19382.533203,19889.146484,19115.408203,19185.65625,19183.7816408,19416.420800750002,20115.012272166667,20958.896923874996
2022-10-15,19185.4375,19212.541016,19019.25,19067.634766,19169.011719000002,19429.69765625,20034.751334666667,20947.19819340833
2022-10-16,19068.914063,19389.603516,19068.914063,19268.09375,19212.3468752,19431.96875,19966.952929716666,20949.28528650833
2022-10-17,19268.5625,19635.802734,19173.333984,19550.757813,19291.0093752,19453.9792969,19905.919921916666,20940.931005916667
2022-10-18,19550.466797,19666.994141,19144.769531,19334.416016,19281.311718999998,19449.36406255,19880.200976616667,20930.388330141668
2022-10-19,19335.027344,19348.416016,19127.6875,19139.535156,19272.0875002,19427.688281299997,19846.42555343333,20917.29614264167
2022-10-20,19138.085938,19315.199219,18971.458984,19053.740234,19269.3085938,19408.785839850003,19805.085872433334,20909.51873378333
2022-10-21,19053.203125,19237.384766,18770.970703,19172.46875,19250.1835938,19401.8044922,19767.97854821667,20893.573665425
2022-10-22,19172.380859,19248.068359,19132.244141,19208.189453,19181.6699218,19410.00859375,19729.313574249998,20876.711442116666
2022-10-23,19207.734375,19646.652344,19124.197266,19567.007813,19228.1882812,19407.179980499997,19698.84671228333,20860.58369146667
2022-10-24,19567.769531,19589.125,19206.324219,19345.572266,19269.3957032,19357.6164063,19661.2578451,20846.569336
2022-10-25,19344.964844,20348.412109,19261.447266,20095.857422,19477.819140800002,19354.37343755,19658.52180995,20841.239160216664
2022-10-26,20092.236328,20938.134766,20076.117188,20770.441406,19797.413672000002,19395.123339899998,19670.666862033333,20845.32088221667
2022-10-27,20772.802734,20854.044922,20255.373047,20285.835938,20012.942969000003,19432.07265635,19681.817220116667,20846.835986383332
2022-10-28,20287.957031,20724.980469,20086.068359,20595.351563,20218.611719,19491.01181655,19686.77317715,20853.591194716668
2022-10-29,20595.103516,20988.394531,20566.484375,20818.476563,20513.1925784,19559.61435565,19703.800976633334,20866.500439508334
2022-10-30,20817.982422,20917.005859,20547.462891,20635.603516,20621.141797199998,19634.3203127,19713.564974033332,20878.111669983333
2022-10-31,20633.695313,20795.320313,20287.458984,20495.773438,20566.2082036,19706.53808615,19719.708854250002,20888.100813866666
2022-11-01,20494.898438,20647.289063,20359.845703,20485.273438,20606.0957036,19772.929492400002,19728.300553483332,20890.217578191667
2022-11-02,20482.958984,20742.810547,20087.134766,20159.503906,20518.9261722,19811.75947285,19733.757487066665,20889.96248379167
2022-11-03,20162.689453,20382.095703,20086.240234,20209.988281,20397.2285158,19862.9760744,19737.47874356667,20887.143668683337
2022-11-04,20208.769531,21209.560547,20188.019531,21147.230469,20499.5539064,19966.955859550002,19759.726399816667,20883.05735683333
2022-11-05,21144.832031,21446.886719,21097.634766,21282.691406,20656.9375,20067.68574235,19800.476790433335,20879.32047531667
2022-11-06,21285.056641,21345.376953,20920.191406,20926.486328,20745.180077999998,20136.4721681,19827.746158916667,20873.772802791667
2022-11-07,20924.621094,21053.246094,20489.972656,20602.816406,20833.842578,20199.892187600002,19848.962532616668,20871.625862683337
2022-11-08,20600.671875,20664.607422,17603.544922,18541.271484,20500.0992186,20169.979004,19801.631184949998,20859.715153041663
2022-11-09,18543.761719,18590.458984,15682.692383,15880.780273,19446.8091794,20011.33100595,19704.96853845,20831.022371458337
2022-11-10,15883.158203,18054.3125,15834.018555,17586.771484,18707.625195,19932.04614265,19635.260465533334,20809.144848666667
2022-11-11,17583.251953,17650.943359,16543.482422,17034.292969,17929.186523200002,19823.35131845,19546.324528033336,20779.681290725
2022-11-12,17036.875,17066.675781,16651.775391,16799.185547,17168.4603514,19684.960205150004,19488.032503299997,20746.038435908333
2022-11-13,16799.722656,16920.765625,16320.634766,16353.365234,16730.879101399998,19535.34985355,19423.237093133335,20705.730509474997
2022-11-14,16352.02832,17109.324219,15872.941406,16618.199219,16878.3628906,19361.466943400002,19371.853564483336,20671.05430505
2022-11-15,16617.484375,17051.962891,16542.550781,16884.613281,16737.93125,19167.17553715,19323.720719433335,20624.378670283335
2022-11-16,16884.341797,16960.294922,16430.111328,16669.439453,16664.9605468,18986.355712900004,19266.085107450002,20568.378719108336
2022-11-17,16670.425781,16726.439453,16460.683594,16687.517578,16642.626953,18790.964013650002,19220.551969433334,20513.843595408332
2022-11-18,16687.912109,16947.058594,16564.611328,16697.777344,16711.509375,18584.9290527,19173.112776733335,20459.953165724997
2022-11-19,16696.220703,16797.876953,16570.410156,16711.546875,16730.1789062,18388.726220649998,19136.7920736,20409.924568716666
2022-11-20,16712.919922,16746.779297,16248.692383,16291.832031,16611.6226562,18178.529150299997,19099.1992676,20358.477514675003
2022-11-21,16291.223633,16291.223633,15599.046875,15787.28418,16435.1916016,17943.6296874,19038.761490916666,20301.62851565
2022-11-22,15782.300781,16253.047852,15656.606445,16189.769531,16335.6419922,17745.142968649998,18986.963671899997,20258.52908530833
2022-11-23,16195.588867,16638.193359,16170.50293,16610.707031,16318.227929600002,17565.17890615,18948.1919271,20219.953694683332
2022-11-24,16611.636719,16771.474609,16501.767578,16604.464844,16296.8115234,17338.0406249,18911.564713566666,20167.236328150004
2022-11-25,16602.269531,16603.316406,16388.404297,16521.841797,16342.8134766,17099.998144449997,18866.550878933333,20106.21928713333
2022-11-26,16521.576172,16666.863281,16416.228516,16464.28125,16478.2128906,16876.88789055,18822.44645185,20045.049690775
2022-11-27,16463.882813,16594.40625,16437.025391,16444.626953,16529.184375,16668.9784179,18772.74488935,19984.953190125
2022-11-28,16440.222656,16482.933594,16054.530273,16217.322266,16450.507422000002,16552.780957,18716.816080766668,19925.623404975
2022-11-29,16217.639648,16522.257813,16139.396484,16444.982422,16418.610937600002,16580.991064449998,18667.035970083332,19868.379931666663
2022-11-30,16445.476563,17190.9375,16445.476563,17168.566406,16547.9558594,16560.08081055,18631.3104818,19819.967008483338
2022-12-01,17168.001953,17197.498047,16888.388672,16967.132813,16648.526172,16556.722802750002,18596.694238316668,19770.972216816666
2022-12-02,16968.683594,17088.660156,16877.880859,17088.660156,16777.3328126,16571.1965332,18554.44557295,19724.786409525
2022-12-03,17090.097656,17116.041016,16888.140625,16908.236328,16915.515625,16598.9400879,18497.302115916667,19671.610758483333
2022-12-04,16908.169922,17157.767578,16903.439453,17130.486328,17052.6164062,16624.55444335,18446.798274766665,19623.020817075
2022-12-05,17128.894531,17378.152344,16922.431641,16974.826172,17013.8683594,16629.0650879,18397.12132165,19571.345279966667
2022-12-06,16975.238281,17091.863281,16939.921875,17089.503906,17038.342578,16650.06831055,18356.16555993333,19515.34542645
2022-12-07,17089.505859,17109.376953,16750.558594,16848.126953,16990.2359374,16658.098779300002,18313.35820316667,19462.71049806667
2022-12-08,16847.349609,17267.916016,16788.783203,17233.474609,17055.2835936,16684.88364255,18276.475683633336,19406.759098324997
2022-12-09,17232.148438,17280.546875,17100.835938,17133.152344,17055.816796799998,16705.963916,18243.00348311667,19349.889290383333
2022-12-10,17134.220703,17216.826172,17120.683594,17128.724609,17086.596484200003,16747.8085449,18210.958593783333,19289.271842466667
2022-12-11,17129.710938,17245.634766,17091.820313,17104.193359,17089.534374799998,16813.654003850002,18176.73772788333,19228.272884133334
2022-12-12,17102.5,17212.564453,16899.394531,17206.4375,17161.196484199998,16864.4874023,18140.463281266668,19168.998746766665
2022-12-13,17206.441406,17930.085938,17111.763672,17781.318359,17270.7652342,16923.017968699998,18117.057649750004,19116.03496095833
2022-12-14,17782.066406,18318.53125,17739.513672,17815.650391,17407.264843599998,16983.57724605,18096.191243499998,19065.471289083336
2022-12-15,17817.4375,17846.744141,17441.525391,17441.525391,17469.825,17029.561425750002,18065.748437516668,19016.350683616667
